timestamp,id,tc,sc,notes
1655820724,1642,-,-,not calculated
1655892855,1805,-,-,not calculated
1655979767,630,n * log(n),n,n = |courses.size()|
1656065197,1364,n * log(n),n,n = |target.size()|
1656131048,665,n,1,n = |nums.size()|
1656225418,1423,n,1,n = |cardPoints.size()|
1656324501,1689,n,1,
1656410925,1647,n,1,n = |s.size()|
1656499047,406,n * log(n),1,n = |people.size()|
1656561717,462,n,1,n = |nums.size()|
1656670826,1710,n * log(n),1,n = |boxTypes.size()|
1656739517,1465,n * log(n) + m * log(m),1,"n = |horizontalCuts.size()|, m = |verticalCuts.size()|"
1656829616,1576,n,1,n = |s.size()|
1656929819,135,n,n,n = |ratings.size()|
1657016645,128,n,n,n = |nums.size()|
1657102685,640,n,1,n = |equation.size()|
1657190084,97,n * m,m,"n = |s1.size()|, m = |s2.size()|"
1657275681,1473,-,-,not calculated
1657356281,1696,n * log(n),n,n = |nums.size()|
1657433586,830,n,1,n = |s.size()|
1657534900,2274,n * log(n),1,n = |special.size()|
1657536128,1967,n * E_p * E_w,1,"n = |patterns.size()|, E_p = |patterns[i].size()|, E_w = |word.size()|"
1657602600,473,-,-,not calculated
1657707154,1863,n^2,n,n = |nums.size()|
1657794812,1146,-,-,not calculated
1657809593,611,n^2,1,n = |nums.size()|
1657888975,658,k + log(n),1,n = |arr.size()|
1657890008,1894,n,n,n = |chalk.size()|
1657953511,576,M * m * n,m * n,M = |maxMove|
1657955727,1760,-,-,not calculated
1658039135,629,n * k,n * k,
1658039860,1552,n * log(n),1,n = |position.size()|
1658140563,1074,m * n + n^2,1,"m = |matrix.size()|, n = |matrix[i].size()|"
1658141668,1283,-,-,not calculated
1658204842,1898,-,-,not calculated
1658205447,1870,-,-,not calculated
1658313489,1482,-,-,not calculated
1658314925,1818,n * log(n),n,n = |nums1.size()|
1658336415,792,n + m * E,n,"n = |s.size()|, m = |words.size()|, E = |words[i].size()|"
1658404669,275,log(n),1,n = |citations.size()|
1658504084,482,n,1,n = |s.size()|
1658568933,1712,n + log(n),1,n = |nums.size()|
1658645564,826,-,-,not calculated
1658646762,436,n * log(n),n,n = |intervlas.size()|
1658834354,528,-,-,not calculated
1658917313,1574,n,1,n = |arr.size()|
1658917895,1508,m + n^2,m,m = |nums.size()|
1659003468,1292,m * n + L * log(L),m * n,"m = |mat.size()|, n = |mat[i].size()|, L = max(m, n)"
1659005793,1498,n * log(n),1,n = |nums.size()|
1659090091,890,-,-,not calculated
1659091280,981,-,-,not calculated
1659091770,1300,-,-,not calculated
1659170660,916,-,-,not calculated
1659172536,1802,m * log(m),1,m = |maxSum|
1659172968,1901,m * log(m) + m * n,1,"m = |mat.size()|, n = |mat[i].size()|"
1659242458,307,-,-,not calculated
1659243649,1488,n,n,n = |rains.size()|
1659350186,1562,n,n,n = |arr.size()|
1659350930,1648,n * log(n),1,n = |inventory.size()|
1659435695,1201,-,-,not calculated
1659436233,911,-,-,not calculated
1659437701,378,m^2 * n^2 * log(m * n),m * n,"m = |matrix.size()|, n = |matrix[i].size()|"
1659523848,2311,n,1,n = |s.size()|
1659609106,858,-,-,not calculated
1659695330,1089,n,1,n = |arr.size()|
1659769951,458,1,1,
1659848879,1220,-,-,not calculated
1659954128,1266,n,1,n = |points.size()|
1660040386,823,n * log(n),n,n = |arr.size()|
1660134995,958,n,n,n = nodes count of |root|
1660190675,1920,n,1,n = nums.size()
1660310382,2221,n^2,1,n = |nums.size()|
1660365724,292,1,1,
1660458910,126,-,-,not calculated
1660557958,401,-,-,not calculated
1660646003,804,n * E,1,"n = |words.size()|, E = |words[i].size()|"
1660731956,326,1,1,
1660818237,1338,n * log(n),n,n = |arr.size()|
1660904257,659,n,n,n = |nums.size()|
1660975844,871,n * log(n),n,n = |stations.size()|
1661064524,936,-,-,not calculated
1661096785,89,-,-,not calculated
1661097314,137,n,1,n = |nums.size()|
1661097862,166,-,-,not calculated
1661098916,179,-,-,not calculated
1661100003,345,n,n,n = |s.size()|
1661156581,207,-,-,not calculated
1661157263,220,n * log(n) + n^2,n,n = |nums.size()|
1661157903,223,1,1,
1661183246,229,n,n,n = |nums.size()|
1661249252,234,n,n,n = nodes count of |head|
1661253439,355,-,-,not calculated
1661335236,317,-,-,not calculated
1661338216,468,1,1,
1661346484,724,n,n,n = |nums.size()|
1661423014,205,n,n,n = |s.size()|
1661490698,869,D,1,D = digits of |n|
1661578913,363,m^2 * n^2,m * n,"m = |matrix.size()|, n = |matrix[i].size()|"
1661670068,1329,-,-,not calculated
1661766420,349,m,n,"n = |nums1.size()|, m = |nums2.size()|"
1661782006,73,m * n,m + n,"m = |matrix.size()|, n = |matrix[i],size()|"
1661782625,76,n,1,n = |s.size()|
1661854521,434,n,1,n = |s.size()|
1661940715,412,n,1,
1661941401,414,n,n,n = |nums.size()|
1661963745,687,n,n,n = nodes count of |root|
1662025393,1448,n,n,n = nodes count of |root|
1662121047,637,n,n,n = nodes count of |root|
1662182452,967,-,-,not calculated
1662277060,424,n,n,n = |s.size()|
1662278349,987,n * log^2(n),n,n = nodes count of |root|
1662370339,299,n,n,n = |secret.size()|
1662459067,814,n,n,n = nodes count of |root|
1662544330,606,n,n,n = nodes count of |root|
1662559676,217,n,n,n = |nums.size()|
1662570409,500,n * E,1,"n = |words.size()|, E = |words[i].size()|"
1662571121,495,n,1,n = |timeSeries.size()|
1662630816,1706,n * m,1,"m = |grid.size()|, n = |grid[i].size()|"
1662709405,1996,n,1,n = |properties.size()|
1662813528,188,n,1,n = |prices.size()|
1662877020,1383,n * log(n),n,
1662976265,948,n * log(n),1,n = |tokens.size()|
1662978303,2131,n,n,n = |words.size()|
1663063697,541,n,1,n = |s.size()|
1663138902,1457,n,n,n = nodes count of |root|
1663243775,2007,n * log(n),n,n = |changed.size()|
1663321960,1770,n^2,n,n = |multipliers.size()|
1663393297,336,-,-,not calculated
1663482470,815,-,-,not calculated
1663580782,609,n * E,n * E,"n = |paths.size()|, E = |paths[i].size()|"
1663665164,718,m * n,m * n,"m = |nums1.size()|, n = |nums2.size()|"
1663769400,985,n + m,1,"n = |nums.size()|, m = |queries.size()|"
1663823674,100,n,n,"n = max(nodes count of |p|, nodes count of |q|)"
1663925939,232,-,-,not calculated
1663995309,590,n,n,n = nodes count of |root|
1664102111,735,n,n,n = |asteriods.size()|
1664185074,990,n * E,1,"n = |equations.size()|, E = |equations[i].size()|"
1664185614,947,-,-,not calculated
1664275387,838,n,n,n = |dominoes.size()|
1664358540,661,n * m,1,"m = |img.size()|, n = |img[i].size()|"
1664443359,87,-,-,not calculated
1664443691,214,n,n,n = |s.size()|
1664542714,218,-,-,not calculated
1664597547,455,n * log(n) + m * log(m),1,"m = |g.size()|, n = |s.size()|"
1664685040,645,n,1,n = |nums.size()|
1664771504,1578,n,1,n = |colors.size()|
1664777811,747,n,1,n = |nums.size()|
1664858910,819,-,-,not calculated
1664937806,868,-,-,not calculated
1665022813,933,-,-,not calculated
1665108666,732,-,-,not calculated
1665209133,783,n,log(n),n = nodes count of |root|
1665210085,821,n,1,n = |s.size()|
1665292364,513,n,n,n = nodes count of |root|
1665380357,655,n,n,n = nodes count of |root|
1665466100,559,n,n,n = nodes count of |root|
1665554084,965,n,n,n = nodes count of |root|
1665638397,2236,1,1,
1665713296,2095,n,1,n = nodes count of |head|
1665811579,1531,-,-,not calculated
1665902404,1335,n^2,1,n = |jobDifficulty.size()|
1665991097,1832,n,1,n = |sentence.size()|
1666073632,2331,n,n,n = nodes count of |root|
1666141250,671,n,n,n = nodes count of |root|
1666221575,872,n_1 + n_2,log(n_1) + log(n_2),"n_1 = nodes count of |root1|, n_2 = nodes count of |root2|"
1666359165,2368,n,n^2,
1666436526,748,-,-,not calculated
1666529685,824,-,-,not calculated
1666617544,1295,n,1,n = |nums.size()|
1666666334,1662,E,E,E = total string length in |word1|
1666753398,523,n,k,n = |nums.size()|
1666852339,835,n^2,n^2,n = |img1.size()|
1666930468,1018,n,1,n = |nums.size()|
1667015246,2136,n * log(n),n,n = |plantTime.size()|
1667104013,796,n,n,n = |s.size()|
1667191048,766,m * n,1,"m = |matrix.size()|, n = |matrix[i].size()|"
1667300122,728,-,-,not calculated
1667397824,697,n,n,n = |nums.size()|
1667489110,925,n,1,"n = min(|name.size()|, |typed.size()|)"
1667557659,696,n,1,n = |s.size()|
1667622014,1051,n * log(n),n,n = |hieghts.size()|
1667715703,899,n * log(n),n,n = |s.size()|
1667818081,1071,-,-,not calculated
1667902882,1544,n,1,n = |s.size()|
1667990487,901,-,-,not calculated
1668075155,1047,n,1,n = |s.size()|
1668167055,1078,E,E,E = |text.size()|
1668258233,295,-,-,not calculated
1668318557,1154,1,1,
1668430038,241,-,-,not calculated
1668509907,357,n,1,
1668596780,372,n,n,n = |b.size()|
1668678374,722,n * E,E,"n = |source.size()|, E = |source[i].size()|"
1668737342,908,n,1,n = |nums.size()|
1668839262,587,n * log(n),n,n = |trees.size()|
1668928016,1037,1,1,
1669033165,859,n,1,n = |s.size()|
1669111484,812,n^3,1,n = |points.size()|
1669202159,914,n,n,n = |deck.size()|
1669257638,657,n,1,n = |moves.size()|
1669344720,530,n,log(n),n = nodes count of |root|
1669450088,1470,n,1,n = |nums.size()|
1669537450,1287,log(n),1,n = |arr.size()|
1669716209,2225,n * log(n),n,n = |matches.size()|
1669717622,1252,m + n + k,m + n,k = |indices.size()|
1669784129,1207,n,n,n = |arr.size()|
1669897183,1704,n,1,n = |s.size()|
1669975617,1657,n * log(n),n,n = |word1.size()|
1670059406,1160,n * E + m,E,"n = |words.szie()|, E = |words[i].size()|, m = |chars.size()|"
1670133337,2256,n,n,n = |nums.size()|
1670227851,1455,n + m * n,n,"n = |sentence.size()|, m = |searchWord.size()|"
1670323866,1486,n,1,
1670343428,1614,n,1,n = |s.size()|
1670412846,1512,n,n,n = |nums.size()|
1670495565,1556,D,1,D = digits of |n|
1670557438,1971,E + n,E + n,E = |edges.size()|
1670650202,2000,n,1,n = |word.size()|
1670756081,2022,m * n,1,
1670845900,2032,n_1 + n_2 + n_3,"max(n_1, n_2, n_3)","n_1 = |nums1.size()|, n_2 = |nums2.size()|, n_3 = |nums3.size()|"
1670931488,1925,n^2,n,
1671010649,1784,n,1,n = |s.size()|
1671070831,1816,n,1,n = |s.size()|
1671186601,1748,n,n,n = |nums.size()|
1671253419,1716,1,1,
1671342358,1668,n^2,n,n = |sequence.size()|
1671455040,1652,n * k,1,n = |code.size()|
1671532549,1837,n / k,1,
1671625768,1684,n + m * E,n,"n = |allowed.size()|, m = |words.size()|, E = |words[i].size()|"
1671708729,1859,n,n,n = |s.size()|
1671768074,1732,n,1,n = |gain.size()|
1671864098,1952,sqrt(n),1,
1671950638,2389,n * log(n) + n * m,n,"n = |nums.size()|, m = |queries.size()|"
1672036767,1656,-,-,not calculated
1672145999,2279,n * log(n),n,n = |capacity.size()|
1672195678,1962,n * log(n),n,n = |piles.size()|
1672311424,1834,n * log(n),n,n = |tasks.size()|
1672395272,1961,"max(n, m * E)",m * E,"n = |s.size()|, m = |words.size()|, E = |words[i].size()|"
1672463882,1844,n,1,n = |s.size()|
1672555695,2057,n,1,n = |nums.size()|
1672642442,1941,n,n,n = |s.size()|
1672743061,944,n * E,1,"n = |strs.size()|, E = |strs[i].size()|"
1672835610,2244,n,n,n = |tasks.size()|
1672907032,2053,n * E,n * E,"n = |arr.size()|, E = |arr[i].size()|"
1672992904,1833,n * log(n),n,n = |costs.size()|
1673073648,2154,n,n,n = |nums.size()|
1673183382,2255,m * n * E,m,"m = |s.size()|, n = |words.size()|, E = |words[i].size()|"
1673261616,2293,n * log(n),n,n = |nums.size()|
1673330767,2248,m * n,m * n,"m = |nums.size()|, n = |nums[i].size()|"
1673434746,1443,-,-,not calculated
1673510693,1519,n,n,n = |edges.size()|
1673608195,2246,n,n,n = |parent.size()|
1673675646,1061,n,n,n = |s1.size()|
1673775220,2421,n * log(n),n,n = |edges.size()|
1673856147,2235,1,1,
1673856506,2239,n,1,n = |nums.size()|
1673962206,2319,n^2,1,n = |grid.size()|
1674035605,2418,n * log(n),n,n = |names.size()|
1674101054,974,n,k,n = |nums.size()|
1674181438,491,-,-,not calculated
1674264569,2423,n,1,n = |word.size()|
1674361741,2395,n,n,n = |nums.size()|
1674455451,2164,n * log(n),n,n = |nums.size()|
1674546978,909,-,-,not calculated
1674632935,2359,-,-,not calculated
1674711452,787,-,-,not calculated
1674801209,472,-,-,not calculated
1674962914,460,-,-,not calculated
1675064526,2347,-,-,not calculated
1675169764,1626,n * log(n),n,n = |ages.size()|
1675253276,2206,n,n,n = |nums.size()|
1675335803,2427,-,-,not calculated
1675401577,2413,1,1,
1675492380,2399,n,1,n = |s.size()|
1675605193,2540,"max(n, m)",n,"n = |nums1.size()|, m = |nums2.size()|"
1675672943,2544,D,1,D = digits of |n|
1675778210,904,n,1,n = |fruits.size()|
1675851423,2215,n + m,n + m,"n = |nums1.size()|, m = |nums2.size()|"
1675925752,2306,n,n,n = |ideas.size()|
1676015275,2243,log(n)/log(k),n,n = |s.size()|
1676098354,2325,m + n,1,"m = |key.size()|, n = |message.size()|"
1676184733,2477,n,n,n = |roads.size()|
1676284410,2315,n,1,n = |s.size()|
1676374793,2363,m + n,m + n,"m = |items1.size()|, n = |items2.size()|"
1676461515,2351,n,n,n = |s.size()|
1676544057,2169,n,n,"n = max(|num1|, |num2|)"
1676630227,2469,1,1,
1676698334,2535,D,1,D = digits in |nums|
1676788969,2373,n^2,1,n = |grid.size()|
1676818080,2485,n,1,
1676818394,125,n,1,n = |s.size()|
1676861926,107,n,n,n = nodes count of |root|
1676910133,2278,n,n,n = |s.size()|
1676913449,2264,n,n,n = |num.size()|
1676976324,2194,1,1,
1677062065,1011,n * log(n),1,n = |weights.size()|
1677153743,502,n * log(n),n,n = |profits.size()|
1677223611,2259,n,1,n = |number.size()|
1677302659,2148,n,1,n = |nums.size()|
1677397899,2220,n,1,n = digits of |start| and |goal|
1677481920,427,n^3,n,n = |grid.size()|
1677566400,652,n^2,n^2,n = node count of |root|
1677638630,2357,n,n,n = |nums.size()|
1677662681,2367,n,n,n = |nums.size()|
1677758607,443,n,1,n = |chars.size()|
1677825097,2460,n,1,n = |nums.size()|
1677908397,2444,n,1,n = |nums.size()|
1677991335,2441,n,n,n = |nums.size()|
1678085656,2490,n,1,n = |sentece.size()|
1678192004,2187,1,1,
1678278126,2437,1,1,
1678297790,2210,n,1,n = |nums.size()|
1678335031,2451,m * n,m * n,m = |words.size()| and n = |words[i].size()|
1678362739,2506,n * E,n * E,"n = |words.size()|, m = |words[i].size()|"
1678368731,2446,1,1,
1678425798,2574,n,n,n = |nums.size()|
1678469578,2299,n,1,n = |password.size()|
1678469818,2181,n,1,n = nodes cound of |head|
1678517174,2231,n,n,n = digits of |num|
1678604263,2269,n,1,n = digits of |num|
1678611581,2185,n * m * E,1,"n = |words.size()|, E = |words[i].size()|, m = |pref.size()|"
1678612555,2520,n,1,n = digits of |num|
1678676774,2455,n,1,n = |nums.size()|
1678791649,2529,log(n),1,n = |nums.size()|
1678866245,2553,n,m,"n = |nums.size()|, m = digits of |nums[i]|"
1678951284,2176,n^2,1,n = |nums.size()|
1679030016,1979,n,1,n = |nums.size()|
1679122098,1472,-,-,not calculated
1679208580,1796,n,1,n = |s.size()|
1679309887,2068,n,1,n = |word1.size()|
1679395085,2348,n,1,n = |nums.size()|
1679404079,2129,n,1,n = |title.size()|
1679485622,2492,n * log(n) + m,m,m = |roads.size()|
1679486755,1694,n,n,n = |number.size()|
1679585030,1598,n,n * E,"n = |logs.size()|, E = |logs[i].size()|"
1679629106,1636,n * log(n),n,n = |nums.size()|
1679738437,2316,m + n,m + n,m = |edges.size()|
1679823697,2360,n,n,n = |edges.size()|
1679893104,1299,n,1,n = |arr.size()|
1680002257,1496,n,n,n = |path.size()|
1680003017,1184,n,n,n = |distance.size()|
1680086236,1402,n * log(n),n,n = |satisfaction.size()|
1680177118,1185,1,1,
1680246141,1444,m * k + n * k + m * n,m*n*k,"m = |pizza.size()|, n = |pizza[i].size()|"
1680325505,1550,n,1,n = |arr.size()|
1680418383,2300,m * log(m) + n * log(m),1,"m = |spells.size()|, n = |potions.size()|"
1680422446,1725,n,1,n = |rectangles.size()|
1680507380,1646,n,n,
1680509191,1399,n,n,
1680591475,2405,n,n,n = |s.size()|
1680667345,2439,n,1,n = |nums.size()|
1680669366,1773,n * E,1,"n = |items.size()|, E = |items[i][j].size()|"
1680670173,2309,n,n,n = |s.size()|
1680768661,2094,n,1,n = |digits.size()|
1680840566,2133,n^2,n,n = |matrix.size()|
1680919278,2465,n * log(n),n,n = |nums.size()|
1681024719,1857,-,-,not calculated
1681087935,1854,-,-,not calculated
1681179503,2390,n,1,n = |s.size()|
1681221959,1869,n,1,n = |s.size()|
1681234075,1880,n + m + k,1,"n = |firstWord.size()|, m = |secondWord.size()|, k = |targetWord.size()|"
1681296997,2124,n,1,n = |s.size()|
1681383096,2062,n,1,n = |word.size()|
1681454454,2283,n,n,n = |num.size()|
1681534474,2218,n^2,n * k,n = |piles.size()|
1681630460,1639,(n + m) * E,m * E,"n = |words.size()|, E = |words[i].size()|, m = |target.size()|"
1681732488,1431,n,1,n = |candies.size()|
1681815566,1913,n,1,n = |nums.size()|
1681877002,1372,n,n,n = nodes count of |root|
1681988121,2496,n * E,1,"n = |strs.size()|, E = |strs[i].size()|"
1682046621,879,m * n * k,m * n * k,"m = |group.size()|, k = |minProfit|"
1682142698,1312,n^2,n^2,n = |s.size()|
1682229557,1416,-,-,not calculated
1682296811,2114,n * E,1,"n = |sentences.size()|, E = |sentences[i].size()|"
1682419510,2336,-,-,not calculated
1682506184,2160,1,1,
1682592339,319,sqrt(n),1,
1682652820,839,-,-,not calculated
1682747375,1697,-,-,not calculated
1682838348,1579,-,-,not calculated
1682923995,2570,n * log(n),n,n = |id_i|
1683024232,2341,n,1,n = |nums.size()|
1683111751,2500,m * n * log(n),1,"m = |grid.size()|, n = |grid[0].size()|"
1683189736,649,n,n,n = |senate.size()|
1683271884,1456,n,1,n = |s.size()|
1683353803,2595,-,-,not calculated
1683442531,1964,n * log(n),n,n = |obstacles.size()|
1683531831,2651,1,1,
1683633816,2643,m * n,1,"m = |mat.size()|, n = |mat[i].size()|"
1683715584,2652,n,1,
1683800806,2656,n,1,n = |nums.size()|
1683865315,2140,n,n,n = |questions.size()|
1683965830,2466,-,-,not calculated
1684063185,1799,2^n * n^2,2^n,n = |nums.size()|
1684129487,1893,1,1,
1684248971,2108,n * E,1,"n = |words.size()|, E = |words[i].size()|"
1684320802,2130,n,n,n = nodes count of |head|
1684384001,1945,-,-,not calculated
1684468433,2614,-,-,not calculated
1684553343,836,1,1,
1684647777,1108,n,1,n = |address.size()|
1684748394,2578,-,-,not calculated
1684824442,2678,n,1,n = |details.size()|
1684929674,2542,n * log(n),n,n = |nums1.size()|
1684997887,837,n,n,
1685091434,1140,n ^ 3,n,n = |piles.size()|
1685172440,1406,-,-,not calculated
1685255614,1547,-,-,not calculated
1685339259,2639,m * n,1,"m = |grid.size()|, n = |grid[i].size()|"
1685447676,2481,1,1,
1685499087,2582,1,1,
1685616879,599,m * E_1 + n * E_2,m * E_1,"m = |lists.size()|, E_1 = |lists[i].size()|, n = |list2.size()|, E_2 = |list2[i].size|"
1685688936,2101,n ^ 2,n ^ 2,n = |bombs.size()|
1685779439,1021,n,n,n = |s.size()|
1685877248,506,n * log(n),n,n = |score.size()|
1685935309,832,m * n,1,"m = |image.size()|, n = |image[i].size()|"
1686031859,806,n,1,n = |s.size()|
1686135568,1318,1,1,
1686221277,1030,(m * n) * log(m * n),1,"m = |rows|, n = |cols|"
1686281730,1331,n * log(n),n,n = |arr.size()|
1686385791,1389,n,1,n = |nums.size()|
1686463025,1935,n,1,n = |text.size()|
1686573690,1909,n,1,n = |nums.size()|
1686657257,2352,n^2,n^2,n = |grid.size()|
1686744273,2706,n,1,n = |prices.size()|
1686809568,1161,n,log(n),n = nodes count in |root|
1686882187,1569,-,-,not calculated
1686971537,1187,-,-,not calculated
1687071491,2328,m * n,m * n,"m = |grid.size()|, n = |grid[i].size()|"
1687174797,551,n,1,n = |s.size()|
1687264570,1360,1,1,
1687331142,2448,n * log(n),n,n = |nums.size()|
1687392236,1380,m * n,1,"m = |matrix.size()|, n = |matrix[i].size()|"
1687517375,1027,n^2,n^2,n = |nums.size()|
1687584076,956,n^2,n,n = |rods.size()|
1687669282,1575,m * n^2,m * n,"m = |fuel|, n = |locations.size()|"
1687757732,2462,n * log(n) * k,n,n = |costs.size()|
1687869874,373,n * m * log(m + n),m + n,"m = |nums1.size()|, n = |nums2.size()|"
1687958324,1514,m * log(m),m,m = |edges.size()|
1688041264,864,m * n,m * n,"m = |grid.size()|, n = |grid[0].size()|"
1688107673,1970,r * c * log(r * c),r * c,"r = |row|, c = |col|"
1688201275,2305,n * k,n * k,n = |cookies.size()|
1688279098,1601,-,-,not calculated
1688390824,521,n,1,n = |a.size()|
1688472497,575,n,n,n = |candyType.size()|
1688538571,1493,n,1,n = |nums.size()|
1688644647,628,n * log(n),1,n = |nums.size()|
1688702625,2024,n,1,n = |answerKey.size()|
1688790505,2551,n * log(n),n,n = |weights.size()|
1688877810,2272,n,1,n = |s.size()|
1689081442,863,n,n,n = nodes count of |root|
1689162757,594,n,n,n = |nums.size()|
1689230101,674,n,1,n = |nums.size()|
1689320014,1218,n,n,n = |arr.size()|
1689429360,1751,n * log(n),n * k,n = |events.size()|
1689485758,1125,2 ^ m * n,n + 2 ^ m,"m = |req_skills.size()|, n = |people.size()|"
1689583005,883,n^2,1,n = |grid.size()|
1689686292,892,n ^ 2,1,n = |grid.size()|
1689768310,942,n,1,n = |s.size()|
1689854045,961,n,1,n = |nums.size()|
1689916879,1005,n * log(n),n,n = |nums.size()|
1690010759,688,-,-,not calculated
1690082496,894,-,-,not calculated
1690177763,1013,n,1,n = |arr.size()|
1690285712,1025,n,n,
1690381262,1103,n,n,n = |num_people|
1690427020,2141,-,-,not calculated
1690527064,486,-,-,not calculated
1690617756,808,-,-,not calculated
1690688243,664,-,-,not calculated
1690805956,712,n * m,n + m,"n = |s1.size()|, m = |s2.size()|"
1690893115,1175,n,n,
1690946711,1304,n,1,
1691059381,1313,n,n = |nums.size()|,
1691147721,1317,-,-,not calculated
1691245195,1365,n * log(n),n,n = |nums.size()|
1691305817,920,n * m,n * m,m = |goal|
1691410015,1370,n * log(n),n,n = |s.size()|
1691494785,1374,n,1,
1691553990,2616,n * log(n),1,n = |nums.size()|
1691667436,1394,n,1,n = |arr.size()|
1691727183,1403,n,1,n = |nums.size()|
1691820916,1417,n,n,n = |s.size()|
1691915181,2369,n,n,n = |nums.size()|
1692023442,1422,n,n,n = |s.size()|
1692091913,1436,n * E,n * E,"n = |paths.size()|, E = |paths[i].size()|"
1692157938,239,n,n,n = |nums.size()|
1692282537,1450,n,1,n = |startTime.size()|
1692353092,1460,n,1,n = |target.size()|
1692416430,1489,-,-,not calculated
1692526970,1203,-,-,not calculated
1692615934,1475,n,n,n = |prices.size()|
1692697903,168,log(n),1,n = |columnNumber|
1692793084,1518,-,-,not calculated
1692878054,1528,n,1,n = |s.size()|
1692965351,1560,-,-,not calculated
1693032947,646,n * log(n),n,n = |pairs.size()|
1693116300,403,-,-,not calculated
1693208721,1566,n^2,n,n = |arr.size()|
1693307737,2483,n,1,n = |customers.size()|
1693397347,2366,n,1,n = |nums.size()|
1693431944,1592,n,n,n = |text.size()|
1693569585,1619,n,1,n = |arr.size()|
1693617873,2707,-,-,not calculated
1693699729,1624,n,1,n = |s.size()|
1693793714,1640,n,n,n = |pieces.size()|
1693871496,1700,n,n,n = |student.size()
1693961096,1736,1,1,
1693961417,1326,n,n,
1694074340,1742,n,n,n = |lowLimit - highLimit|
1694162941,1758,n,1,n = |s.size()|
1694235849,1800,n,1,n = |nums.size()|
1694325068,1812,1,1,
1694432703,1282,n,n,n = |groupSizes.size()|
1694516830,1763,n,n,n = |s.size()|
1694604022,1848,n,1,n = |nums.size()|
1694694354,332,-,-,not calculated
1694789440,1876,n,1,n = |s.size()|
1694835353,1897,n,1,n = |words.size()|
1694928069,1957,n,1,n = |s.size()|
1695038758,1974,n,1,n = |word.size()|
1695120846,1984,n * log(n),1,n = |nums.size()|
1695207208,1995,n^2,n,n = |nums.size()|
1695294056,2016,n,1,n = |nums.size()|
1695387240,2027,n,1,n = |s.size()|
1695439158,2037,n * log(n),1,n = |students.size()|
1695529552,2047,n,n,n = |sentences.size()|
1695646680,2073,S,1,S = sum of |tickets|
1695737825,2078,n,1,n = |colors.size()|
1695817816,880,n,1,n = |s.size()|
1695909273,2085,n * E,n * E,"n = |words.size()|, E = |words[i].size()|"
1695978155,2089,n * log(n),1,n = |nums.size()|
1696045232,2099,n + k * log(k),n,
1696132266,2103,n,n,n = |rings.size()|
1696252090,2038,n,1,n = |colors.size()|
1696331134,2119,1,1,
1696425382,2138,n,1,n = |s.size()|
1696589607,2144,n * log(n),1,n = |cost.size()|
1696676111,1420,-,-,not calculated
1696739489,1458,n * m,n,"m = |nums1.size()|, n = |nums2.size)|"
1696911410,2009,n * log(n),1,n = |nums.size()|
1697028138,2251,n * log(n) + m,n,"n = |flowers.size()|, m = |people.size()|"
1697118094,1095,-,-,not calculated
1697165764,2190,n,n,n = |nums.size()|
1697259870,2742,n ^ 2,n ^ 2,n = |cost.size()|
1697351450,1269,-,-,not calculated
1697464924,2224,1,1,
1697545472,2273,n * E,E,"n = |words.size()|, E = |words[i].size()|"
1697629198,2050,-,-,not calculated
1697721878,2287,n * log(n),n,n = |s.size()|
1697809381,2303,n,1,n = |brackets.size()|
1697867976,1425,n * log(k),n,n = |nums.size()|
1697958189,1793,n,1,n = |nums.size()|
1698049501,2335,1,1,
1698148990,2379,n,1,n = |blocks.size()|
1698236301,2383,n,1,n = |energy.size()|
1698406955,2432,n,1,n = |logs.size()|
1698471746,2475,n,1,n = |nums.size()|
1698664819,2511,n,1,n = |forts.size()|
1698751424,2433,n,1,n = |pref.size()|
1698842389,2515,n * E,1,"n = |words.size()|, E = |words[i].size()|"
1698924982,2265,n,n,n = node counts of |root|
1699011997,1441,n,1,n = |target.size()|
1699107319,1503,n,1,
1699157599,1535,n,1,n = |arr.size()|
1699277084,2525,1,1,
1699355522,1921,n * log(n),n,n = |dist.size()|
1699442216,2849,1,1,
1699533331,1759,n,1,n = |s.size()|
1699629406,1743,n,n,n = |adhacentPairs.size()|
1699873273,2785,n * log(n),n,n = |s.size()|
1699873921,2642,-,-,not calculated
1700046054,1930,n,n,n = |s.size()|
1700046440,1846,n * log(n),1,n = |arr.size()|
1700133098,1980,n,1,n = |nums.size()|
1700282997,1877,n * log(n),1,n = |nums.size()|
1700374686,2549,1,1,
1700482100,2391,n * E,1,"n = |garbage.size()|, E = |garbage[i].size()|"
1700565084,1814,n * log(n),n,n = |nums.size()|
1700652262,1424,N,N,N = elements in |nums.size()|
1700738599,2558,(n + k) * log(n),n,n = |gifts.size()|
1700796163,1561,n + M,M,"M = max element in |piles|, n = |piles.size()|"
1700911182,1685,n,n,n = |nums.size()|
1700975781,1727,m * n * log(n),1,"m = |matrix.size()|, n = |matrix[i].size()|"
1701093949,935,n,n,
1701164578,2147,n,1,n = |corridor.size()|
1701347543,1611,-,-,not calculated
1701438899,2562,n,1,n = |nums.size()|
1701508788,2566,n,n,n = digits of |num|
1701614991,2586,n,1,n = |right - left|
1701689262,2591,n,n,n = |children|
1701781159,2600,1,1,
1701861018,2605,n,1,"n = |max(nums1.size(), nums2.size())|"
1701949431,2609,n,1,n = |s.size()|
1702037888,2644,n * m,m,"n = |nums.size()|, m = |divisors.size()|"
1702117991,2660,n,1,n = |players.size()|
1702190950,2670,n,n,n = |nums.size()|
